customer_id,age,income,tenure_years,monthly_spend,support_calls,satisfaction_score,login_frequency,contract_months,city,plan,payment_method,churn
CUST101361,21.0,40040.51,14.0,116.81,3.0,8.49,19.4,1.0,Jaipur,Standard,Card,0
CUST100635,65.0,33308.71,6.0,100.52,3.0,6.6,7.38,12.0,Delhi,Standard,Wallet,1
CUST100431,47.0,41650.67,15.0,45.38,1.0,4.98,10.44,12.0,Bengaluru,Standard,NetBanking,0
CUST100434,57.0,45681.67,8.0,86.36,4.0,6.46,10.02,36.0,Hyderabad,Standard,Card,1
CUST101182,28.0,58601.23,11.0,131.37,2.0,6.28,13.1,36.0,Bengaluru,Standard,Card,0
CUST100979,19.0,50602.9,1.0,81.02,0.0,4.92,9.4,24.0,Jaipur,Standard,Card,0
CUST101175,48.0,150688.92,10.0,98.75,2.0,6.28,16.18,1.0,Pune,Basic,NetBanking,0
CUST100844,33.0,69989.35,0.0,74.97,1.0,6.92,13.78,24.0,Delhi,Premium,UPI,0
CUST100603,59.0,18394.97,12.0,122.16,5.0,6.12,23.05,12.0,Hyderabad,Standard,Card,1
CUST100974,54.0,25024.19,12.0,73.92,4.0,4.23,24.33,12.0,Jaipur,Premium,Wallet,1
CUST101458,34.0,44307.91,13.0,68.88,3.0,7.3,23.61,1.0,Bengaluru,Basic,NetBanking,0
CUST100271,65.0,38947.1,10.0,94.54,5.0,4.32,21.54,24.0,Hyderabad,Basic,Card,1
CUST101479,43.0,80762.22,9.0,79.62,2.0,6.09,18.1,6.0,Jaipur,Standard,Wallet,0
CUST100209,19.0,48091.08,6.0,93.12,2.0,6.07,12.45,36.0,Mumbai,Basic,NetBanking,1
CUST100372,49.0,109526.09,5.0,162.96,2.0,5.37,23.85,1.0,Pune,Standard,Wallet,1
CUST100433,52.0,118650.13,9.0,105.97,1.0,7.65,16.18,6.0,Bengaluru,Basic,UPI,0
CUST100359,38.0,57263.12,1.0,97.06,0.0,7.13,22.4,12.0,Pune,Basic,UPI,0
CUST100059,34.0,169541.44,3.0,101.42,0.0,8.55,26.22,6.0,Delhi,Basic,UPI,0
CUST100745,43.0,45704.36,8.0,104.8,0.0,6.7,19.18,12.0,Delhi,Basic,UPI,1
CUST100355,63.0,55068.91,1.0,85.53,0.0,10.0,17.97,24.0,Hyderabad,Basic,Card,0
CUST100904,43.0,50440.15,5.0,131.88,5.0,6.21,35.0,24.0,Mumbai,Standard,UPI,0
CUST100737,22.0,64560.86,15.0,145.56,2.0,10.0,15.74,24.0,Bengaluru,Standard,NetBanking,0
CUST101201,58.0,67266.54,7.0,185.77,2.0,6.62,22.19,36.0,Pune,Basic,UPI,1
CUST100728,23.0,75304.93,13.0,94.74,2.0,8.98,12.13,12.0,Hyderabad,Basic,NetBanking,0
CUST101220,41.0,98248.96,13.0,90.81,3.0,8.09,6.03,12.0,Bengaluru,Basic,Wallet,1
CUST100368,20.0,57192.33,15.0,49.96,3.0,7.77,24.29,24.0,Hyderabad,Basic,UPI,0
CUST101156,43.0,84597.81,5.0,101.2,1.0,7.77,17.49,24.0,Jaipur,Basic,UPI,1
CUST101102,56.0,31754.41,6.0,23.8,1.0,7.21,18.31,36.0,Pune,Standard,UPI,0
CUST101164,60.0,25450.5,2.0,45.07,3.0,7.46,5.88,36.0,Hyderabad,Premium,Card,1
CUST101246,62.0,34243.57,2.0,77.27,5.0,7.52,15.85,12.0,Pune,Standard,NetBanking,1
CUST100713,54.0,113305.41,3.0,165.31,2.0,7.79,25.94,12.0,Bengaluru,Basic,UPI,1
CUST100234,33.0,64306.74,5.0,161.22,0.0,8.09,18.34,12.0,Mumbai,Basic,NetBanking,0
CUST100840,65.0,40006.65,5.0,220.87,1.0,8.02,17.26,12.0,Delhi,Premium,Card,1
CUST100197,32.0,47294.68,11.0,70.23,2.0,8.69,15.74,12.0,Pune,Standard,UPI,0
CUST101272,50.0,53497.7,11.0,90.51,2.0,7.74,10.76,1.0,Pune,Standard,UPI,0
CUST100082,38.0,79563.09,0.0,68.08,3.0,6.18,13.05,24.0,Bengaluru,Standard,Card,1
CUST101417,64.0,42800.81,1.0,111.86,2.0,9.53,21.63,1.0,Delhi,Standard,UPI,0
CUST100354,46.0,34304.62,15.0,48.13,5.0,8.59,23.89,12.0,Bengaluru,Basic,NetBanking,0
CUST101166,61.0,117946.54,13.0,175.33,2.0,10.0,12.53,12.0,Bengaluru,Standard,Card,0
CUST100112,56.0,40068.1,2.0,112.09,2.0,9.06,16.26,12.0,Bengaluru,Standard,UPI,0
CUST101289,64.0,166930.05,7.0,109.78,4.0,9.6,17.3,6.0,Delhi,Basic,Card,0
CUST101324,28.0,130436.12,1.0,80.81,2.0,6.36,23.24,36.0,Mumbai,Basic,Card,0
CUST100995,22.0,43751.6,14.0,112.5,3.0,6.51,29.92,6.0,Jaipur,Basic,NetBanking,0
CUST100383,50.0,61666.78,5.0,107.82,4.0,8.18,17.89,36.0,Hyderabad,Standard,UPI,0
CUST101278,25.0,41579.24,2.0,76.24,0.0,7.05,19.38,24.0,Delhi,Basic,Wallet,0
CUST100662,58.0,44003.52,8.0,78.95,1.0,5.61,14.07,1.0,Bengaluru,Standard,UPI,0
CUST100600,33.0,53155.17,14.0,137.94,1.0,6.73,16.18,6.0,Bengaluru,Standard,Card,0
CUST100765,40.0,59477.34,15.0,125.81,2.0,7.63,9.13,36.0,Jaipur,Premium,UPI,0
CUST100544,62.0,109063.66,0.0,134.89,3.0,7.22,25.21,24.0,Bengaluru,Standard,Card,1
CUST100424,61.0,39421.53,4.0,134.27,1.0,4.57,23.17,1.0,Delhi,Basic,UPI,1
CUST101121,64.0,31456.51,0.0,142.29,1.0,7.51,25.69,12.0,Bengaluru,Standard,UPI,0
CUST101294,41.0,107048.49,4.0,102.09,2.0,9.89,16.73,24.0,Hyderabad,Basic,Card,0
CUST100395,24.0,44683.3,12.0,104.33,1.0,8.86,22.78,1.0,Delhi,Standard,UPI,0
CUST101500,40.0,63809.89,10.0,84.56,2.0,7.33,17.11,12.0,Mumbai,Standard,UPI,0
CUST101036,52.0,173020.17,15.0,91.27,4.0,8.5,27.88,1.0,Bengaluru,Basic,Card,0
CUST100673,62.0,46873.05,12.0,118.96,2.0,3.2,21.56,24.0,Jaipur,Basic,UPI,0
CUST101244,47.0,45343.18,15.0,46.8,3.0,10.0,17.33,24.0,Pune,Standard,Card,0
CUST101286,20.0,45243.02,8.0,64.19,2.0,6.97,20.22,24.0,Bengaluru,Standard,Card,0
CUST101162,64.0,63146.36,4.0,86.41,3.0,5.66,19.94,24.0,Delhi,Basic,UPI,1
CUST101088,57.0,57471.39,7.0,99.2,5.0,8.43,33.88,24.0,Delhi,Basic,UPI,0
CUST100637,18.0,63377.02,0.0,72.09,2.0,9.38,15.96,24.0,Mumbai,Basic,UPI,0
CUST100552,54.0,76392.47,1.0,70.43,3.0,7.04,8.13,24.0,Delhi,Standard,UPI,0
CUST101183,40.0,94774.74,9.0,55.3,1.0,4.6,30.73,12.0,Hyderabad,Basic,UPI,0
CUST101068,59.0,53176.86,7.0,105.62,1.0,6.71,20.18,6.0,Mumbai,Standard,UPI,0
CUST101306,35.0,64887.7,6.0,20.88,0.0,5.66,23.53,6.0,Hyderabad,Basic,NetBanking,1
CUST100255,57.0,52406.81,5.0,63.29,3.0,5.05,15.79,1.0,Mumbai,Standard,NetBanking,0
CUST100323,63.0,80235.53,10.0,126.76,2.0,7.32,15.09,36.0,Hyderabad,Standard,Card,0
CUST101103,44.0,55355.65,15.0,84.94,1.0,6.19,18.86,1.0,Jaipur,Standard,UPI,0
CUST100863,45.0,54775.57,15.0,111.0,2.0,8.45,19.49,6.0,Delhi,Standard,Card,1
CUST101010,28.0,33173.48,10.0,63.05,2.0,5.51,24.0,36.0,Mumbai,Premium,NetBanking,1
CUST100812,35.0,54462.96,10.0,103.31,0.0,8.86,21.81,1.0,Mumbai,Standard,UPI,0
CUST101069,42.0,71301.0,9.0,49.91,3.0,7.9,11.52,24.0,Pune,Basic,Card,0
CUST101118,55.0,57153.6,3.0,69.89,0.0,9.16,17.33,24.0,Delhi,Standard,UPI,0
CUST100719,50.0,57056.19,2.0,43.8,1.0,9.16,17.48,1.0,Jaipur,Basic,UPI,0
CUST100087,41.0,46390.81,4.0,66.13,1.0,7.11,14.42,24.0,Bengaluru,Standard,UPI,1
CUST101434,19.0,43385.64,14.0,131.96,3.0,8.33,16.26,12.0,Jaipur,Basic,Wallet,0
CUST100266,33.0,48156.94,9.0,48.31,2.0,5.4,28.92,6.0,Bengaluru,Premium,UPI,0
CUST100288,25.0,123143.2,3.0,32.99,1.0,9.87,19.55,6.0,Hyderabad,Standard,Card,0
CUST101496,24.0,154858.41,8.0,122.13,1.0,9.96,14.98,6.0,Hyderabad,Standard,Card,0
CUST100875,31.0,62293.2,7.0,104.48,6.0,6.04,28.76,12.0,Mumbai,Basic,Card,0
CUST101139,43.0,25725.43,0.0,136.56,2.0,8.55,11.6,24.0,Mumbai,Premium,UPI,0
CUST100539,43.0,31610.34,3.0,86.54,3.0,6.76,10.62,24.0,Jaipur,Basic,Card,1
CUST100416,59.0,33114.0,11.0,126.49,0.0,9.01,21.79,12.0,Hyderabad,Basic,UPI,0
CUST101409,28.0,42957.75,13.0,189.19,4.0,6.14,16.78,1.0,Pune,Premium,Card,0
CUST100222,49.0,44431.77,5.0,113.29,1.0,8.11,27.81,12.0,Jaipur,Standard,Card,1
CUST100114,45.0,68623.84,4.0,67.35,2.0,6.59,16.81,12.0,Mumbai,Standard,UPI,1
CUST100579,36.0,89885.02,14.0,48.16,4.0,5.57,16.91,1.0,Pune,Basic,Card,0
CUST100590,36.0,39950.03,12.0,81.0,3.0,8.91,22.65,1.0,Mumbai,Basic,UPI,0
CUST100175,37.0,41598.38,15.0,43.91,1.0,6.24,21.69,12.0,Delhi,Standard,UPI,0
CUST101359,60.0,96232.36,3.0,115.72,6.0,7.01,6.36,24.0,Jaipur,Premium,Card,0
CUST100362,50.0,26361.39,9.0,53.94,1.0,7.5,28.64,1.0,Bengaluru,Standard,Card,0
CUST101186,54.0,58714.73,0.0,116.16,7.0,4.18,20.41,24.0,Hyderabad,Standard,Wallet,1
CUST101024,57.0,62032.99,4.0,100.46,1.0,5.99,28.25,12.0,Mumbai,Standard,Card,1
CUST100994,61.0,47693.46,4.0,58.9,2.0,8.04,6.91,12.0,Bengaluru,Standard,NetBanking,0
CUST100286,41.0,59580.2,0.0,103.68,2.0,8.65,24.93,24.0,Delhi,Basic,Card,0
CUST101245,46.0,59772.07,1.0,117.21,5.0,8.21,14.95,36.0,Delhi,Standard,Wallet,1
CUST100381,34.0,166073.83,2.0,45.19,1.0,6.55,17.71,36.0,Jaipur,Standard,UPI,0
CUST101207,19.0,38563.64,14.0,98.42,1.0,9.06,14.95,36.0,Mumbai,Standard,UPI,0
CUST100839,60.0,97428.34,2.0,41.68,2.0,4.74,18.79,12.0,Mumbai,Basic,UPI,0
CUST100211,40.0,27287.29,2.0,20.85,1.0,3.58,15.13,6.0,Delhi,Standard,NetBanking,1
CUST101190,53.0,40207.95,15.0,145.54,6.0,7.21,21.31,12.0,Jaipur,Premium,NetBanking,1
CUST100452,51.0,79689.66,1.0,107.32,1.0,9.32,16.58,12.0,Delhi,Standard,NetBanking,0
CUST100819,41.0,64603.21,10.0,98.74,0.0,8.02,22.0,12.0,Bengaluru,Premium,UPI,0
CUST101044,51.0,129380.05,5.0,54.86,3.0,6.82,21.26,12.0,Delhi,Standard,NetBanking,0
CUST100944,64.0,57913.64,14.0,59.07,1.0,6.28,16.83,1.0,Hyderabad,Standard,UPI,0
CUST100375,40.0,44579.16,3.0,56.26,3.0,9.53,22.96,12.0,Bengaluru,Basic,UPI,1
CUST100463,46.0,99223.79,11.0,55.95,4.0,5.9,15.33,1.0,Mumbai,Premium,UPI,0
CUST100189,25.0,64436.75,13.0,90.67,0.0,7.96,20.19,36.0,Delhi,Premium,Card,1
CUST101067,62.0,48654.33,11.0,51.57,1.0,9.0,15.12,12.0,Hyderabad,Premium,NetBanking,0
CUST101000,37.0,42455.34,11.0,95.77,1.0,8.45,17.1,12.0,Hyderabad,Basic,NetBanking,1
CUST101390,57.0,53801.37,7.0,88.61,3.0,8.37,29.03,36.0,Delhi,Premium,NetBanking,0
CUST100382,57.0,85441.79,9.0,132.56,1.0,9.13,23.71,1.0,Hyderabad,Premium,UPI,0
CUST101053,28.0,50981.76,1.0,134.35,4.0,8.6,19.03,12.0,Jaipur,Standard,UPI,0
CUST100084,62.0,58380.85,2.0,73.41,0.0,6.86,18.65,1.0,Pune,Basic,Card,1
CUST100680,42.0,71527.5,2.0,107.51,2.0,8.42,26.15,24.0,Delhi,Standard,UPI,0
CUST100049,19.0,51428.79,15.0,113.2,2.0,8.17,17.39,12.0,Hyderabad,Basic,NetBanking,0
CUST101498,65.0,51494.71,2.0,63.53,1.0,6.5,26.21,24.0,Bengaluru,Standard,Card,0
CUST100156,56.0,48997.46,2.0,70.53,1.0,8.62,20.62,12.0,Delhi,Standard,NetBanking,0
CUST100406,32.0,61977.1,8.0,91.26,3.0,9.19,21.35,36.0,Delhi,Standard,UPI,0
CUST101150,40.0,55719.34,11.0,154.85,1.0,8.4,9.81,12.0,Jaipur,Basic,UPI,1
CUST101259,55.0,50983.66,15.0,94.26,2.0,7.79,10.25,6.0,Hyderabad,Basic,Card,1
CUST101064,43.0,29576.94,13.0,97.96,2.0,8.28,13.29,12.0,Jaipur,Basic,UPI,0
CUST100817,55.0,112121.99,9.0,49.36,2.0,6.14,17.92,12.0,Delhi,Standard,Card,0
CUST101240,47.0,112794.67,8.0,58.89,2.0,7.21,15.75,36.0,Mumbai,Basic,UPI,0
CUST101493,24.0,25042.18,2.0,57.43,2.0,8.05,14.67,24.0,Mumbai,Premium,Card,0
CUST100716,44.0,56520.71,10.0,80.85,3.0,7.58,28.6,36.0,Jaipur,Standard,Card,0
CUST100180,56.0,46288.85,12.0,139.57,4.0,7.69,22.02,24.0,Bengaluru,Basic,Card,1
CUST100536,46.0,52596.6,12.0,119.43,4.0,8.45,24.82,1.0,Pune,Standard,Card,0
CUST101334,47.0,40752.85,8.0,50.39,4.0,8.3,15.16,36.0,Delhi,Basic,Wallet,0
CUST101354,62.0,81163.72,8.0,106.08,2.0,6.23,24.2,12.0,Delhi,Standard,Card,0
CUST101478,32.0,44294.04,15.0,164.62,1.0,7.29,14.81,12.0,Jaipur,Standard,NetBanking,0
CUST101048,18.0,50359.93,12.0,137.49,2.0,5.18,28.96,12.0,Bengaluru,Premium,NetBanking,0
CUST100364,35.0,20568.56,10.0,82.31,4.0,5.48,18.95,6.0,Pune,Standard,Card,0
CUST101379,42.0,84477.52,12.0,39.98,2.0,7.26,17.55,1.0,Bengaluru,Premium,UPI,0
CUST101209,35.0,92292.82,10.0,102.96,1.0,6.24,27.97,36.0,Hyderabad,Standard,UPI,0
CUST100347,46.0,148832.17,15.0,89.25,0.0,10.0,15.27,12.0,Delhi,Standard,NetBanking,0
CUST100781,57.0,66094.7,5.0,52.99,3.0,8.24,26.09,1.0,Delhi,Basic,Wallet,1
CUST100523,60.0,26998.12,11.0,42.58,2.0,6.36,24.64,24.0,Hyderabad,Standard,Card,0
CUST100666,30.0,37412.14,2.0,192.32,2.0,7.21,9.32,12.0,Mumbai,Basic,NetBanking,0
CUST100951,54.0,38231.87,14.0,161.67,6.0,7.55,15.6,24.0,Delhi,Premium,UPI,1
CUST101028,54.0,80913.49,14.0,72.49,1.0,7.3,1.37,24.0,Hyderabad,Basic,Card,0
CUST101152,43.0,115125.21,1.0,96.59,3.0,6.53,7.4,36.0,Mumbai,Basic,UPI,0
CUST101233,39.0,35637.58,9.0,94.71,2.0,7.82,24.82,12.0,Bengaluru,Standard,Wallet,0
CUST100244,43.0,27395.6,1.0,120.0,4.0,8.64,20.94,24.0,Jaipur,Basic,UPI,0
CUST100814,32.0,105968.78,13.0,93.78,4.0,9.21,10.29,36.0,Pune,Standard,Card,0
CUST100545,28.0,30996.28,6.0,101.33,0.0,8.5,17.44,24.0,Pune,Basic,NetBanking,0
CUST101134,19.0,56520.71,6.0,49.07,4.0,8.63,17.85,24.0,Mumbai,Basic,UPI,0
CUST100902,19.0,66823.92,7.0,50.68,1.0,9.2,28.63,6.0,Delhi,Basic,UPI,0
CUST101051,46.0,100328.09,1.0,92.62,3.0,6.78,13.24,24.0,Bengaluru,Basic,UPI,0
CUST101433,43.0,117322.8,11.0,86.79,0.0,5.61,20.85,12.0,Bengaluru,Premium,Card,0
CUST100553,26.0,45272.22,13.0,82.39,1.0,7.37,30.16,24.0,Hyderabad,Basic,Card,1
CUST100309,50.0,72047.86,10.0,109.95,2.0,7.19,21.15,24.0,Jaipur,Premium,NetBanking,0
CUST100893,32.0,44375.26,8.0,71.67,3.0,6.61,20.7,1.0,Jaipur,Standard,UPI,0
CUST100399,18.0,172959.06,6.0,166.76,1.0,6.85,24.96,12.0,Hyderabad,Standard,NetBanking,0
CUST100371,41.0,32243.6,1.0,63.81,1.0,5.36,23.39,24.0,Mumbai,Standard,UPI,0
CUST100055,25.0,67910.23,3.0,88.99,2.0,7.4,8.85,6.0,Bengaluru,Standard,Card,0
CUST101475,35.0,79257.84,14.0,70.61,0.0,6.91,17.62,6.0,Hyderabad,Standard,Wallet,0
CUST100576,42.0,54877.33,13.0,41.62,3.0,6.67,16.83,12.0,Delhi,Basic,NetBanking,0
CUST100313,37.0,52512.61,3.0,114.9,4.0,7.59,23.68,36.0,Mumbai,Standard,Wallet,0
CUST100933,21.0,28362.62,12.0,50.04,3.0,4.69,15.24,24.0,Bengaluru,Basic,UPI,0
CUST100110,22.0,90527.89,7.0,67.55,4.0,9.23,23.21,24.0,Bengaluru,Basic,Wallet,0
CUST100788,43.0,51842.06,2.0,31.47,1.0,6.31,13.91,36.0,Bengaluru,Standard,NetBanking,0
CUST101360,42.0,36703.32,6.0,86.33,3.0,8.56,12.17,1.0,Delhi,Basic,Card,1
CUST100101,61.0,73771.6,10.0,133.63,0.0,7.27,18.66,6.0,Bengaluru,Standard,Wallet,0
CUST100916,52.0,30352.54,3.0,31.42,3.0,7.93,11.45,6.0,Delhi,Basic,Card,0
CUST100678,33.0,89336.71,12.0,89.98,3.0,5.13,15.28,24.0,Mumbai,Premium,Card,0
CUST101388,23.0,38045.57,13.0,31.2,1.0,5.9,16.84,12.0,Delhi,Standard,UPI,1
CUST100267,43.0,55419.5,8.0,95.7,2.0,5.44,15.95,1.0,Mumbai,Basic,UPI,1
CUST101472,23.0,49813.08,10.0,77.39,1.0,8.72,17.6,1.0,Delhi,Basic,UPI,0
CUST100297,42.0,36996.93,8.0,24.61,1.0,7.3,9.98,36.0,Bengaluru,Standard,Card,0
CUST100535,25.0,115019.66,6.0,75.71,5.0,9.93,21.84,24.0,Bengaluru,Standard,UPI,0
CUST101449,61.0,29542.61,10.0,118.62,1.0,5.9,30.85,12.0,Pune,Premium,NetBanking,0
CUST100707,45.0,43179.8,1.0,83.26,3.0,4.15,21.95,12.0,Pune,Premium,Card,1
CUST101180,58.0,37215.79,13.0,96.12,3.0,7.22,17.67,24.0,Pune,Basic,UPI,1
CUST100378,59.0,158143.77,12.0,129.11,3.0,4.0,21.37,6.0,Jaipur,Standard,UPI,0
CUST100287,28.0,44561.15,12.0,85.02,1.0,8.03,16.17,24.0,Pune,Standard,Wallet,0
CUST101451,47.0,74593.63,15.0,98.03,3.0,5.99,12.26,1.0,Delhi,Standard,Wallet,0
CUST101371,38.0,73841.99,3.0,87.92,3.0,7.72,22.75,1.0,Pune,Basic,NetBanking,0
CUST100127,57.0,42600.9,3.0,86.37,2.0,7.7,25.57,12.0,Delhi,Standard,UPI,0
CUST100328,25.0,83620.39,7.0,135.27,1.0,9.28,26.07,12.0,Pune,Basic,Card,0
CUST100293,52.0,31517.07,2.0,83.42,1.0,6.31,25.05,12.0,Bengaluru,Standard,Card,0
CUST100555,52.0,31017.83,5.0,216.2,3.0,7.06,18.81,36.0,Delhi,Standard,Card,1
CUST100866,38.0,41680.52,5.0,89.3,4.0,9.51,10.41,24.0,Jaipur,Standard,Card,0
CUST100742,64.0,116816.63,13.0,94.41,1.0,5.25,17.56,24.0,Bengaluru,Standard,UPI,0
CUST100356,48.0,114037.41,7.0,52.83,2.0,7.82,21.11,12.0,Delhi,Basic,Card,1
CUST100171,45.0,82529.38,6.0,71.32,0.0,9.46,16.83,12.0,Mumbai,Standard,Card,0
CUST100853,20.0,55680.41,10.0,48.17,6.0,4.08,18.29,24.0,Hyderabad,Standard,UPI,0
CUST100925,39.0,80388.38,2.0,87.87,0.0,8.8,10.93,12.0,Bengaluru,Premium,UPI,0
CUST100923,34.0,65499.49,12.0,48.43,3.0,6.48,27.89,24.0,Delhi,Standard,UPI,0
CUST100210,45.0,145616.81,10.0,68.15,4.0,6.17,1.97,1.0,Delhi,Basic,UPI,0
CUST101462,33.0,74225.51,7.0,78.02,3.0,8.61,10.16,6.0,Bengaluru,Standard,UPI,0
CUST100533,34.0,42698.47,14.0,110.79,0.0,8.44,16.88,36.0,Bengaluru,Basic,Card,0
CUST100141,56.0,33277.1,5.0,69.8,4.0,6.24,10.53,24.0,Jaipur,Standard,Wallet,0
CUST101090,56.0,51241.48,7.0,104.83,2.0,8.38,26.31,36.0,Bengaluru,Basic,UPI,0
CUST101002,37.0,57179.68,3.0,110.79,1.0,6.46,12.28,6.0,Delhi,Basic,NetBanking,1
CUST101199,27.0,51724.51,5.0,108.28,2.0,7.0,22.55,24.0,Hyderabad,Standard,Wallet,0
CUST100695,40.0,48323.46,5.0,65.96,1.0,6.76,10.27,12.0,Delhi,Basic,NetBanking,1
CUST101415,52.0,41843.91,13.0,56.61,4.0,5.7,17.64,12.0,Mumbai,Basic,NetBanking,1
CUST101189,63.0,109964.35,12.0,32.45,3.0,9.4,20.4,6.0,Pune,Premium,UPI,0
CUST100200,41.0,133857.81,4.0,92.11,2.0,9.01,6.01,24.0,Mumbai,Premium,Card,0
CUST100901,41.0,47282.6,6.0,67.76,3.0,6.47,12.65,36.0,Jaipur,Basic,UPI,1
CUST101297,63.0,62715.7,12.0,66.73,3.0,8.74,5.97,12.0,Pune,Basic,UPI,1
CUST100865,39.0,64891.6,6.0,66.1,2.0,6.55,23.41,6.0,Pune,Basic,Wallet,0
CUST101202,52.0,56520.71,14.0,83.96,2.0,9.67,15.01,12.0,Delhi,Premium,Card,0
CUST100870,58.0,70721.11,4.0,125.02,1.0,4.36,7.7,36.0,Delhi,Basic,NetBanking,1
CUST100011,28.0,350000.0,14.0,60.73,2.0,6.64,16.33,12.0,Mumbai,Basic,UPI,1
CUST100148,30.0,119307.81,5.0,52.1,2.0,5.88,28.76,1.0,Delhi,Basic,NetBanking,0
CUST101313,36.0,39013.83,14.0,35.91,4.0,6.65,10.25,24.0,Delhi,Premium,NetBanking,0
CUST100283,37.0,26332.58,12.0,77.29,1.0,8.27,24.05,24.0,Jaipur,Basic,Card,0
CUST100299,35.0,56520.71,13.0,101.9,3.0,7.08,26.85,12.0,Jaipur,Basic,Card,0
CUST100621,24.0,47869.85,6.0,124.41,2.0,8.56,16.26,36.0,Bengaluru,Basic,NetBanking,0
CUST100292,37.0,56106.01,3.0,69.8,2.0,7.51,11.84,1.0,Jaipur,Standard,UPI,1
CUST100515,60.0,34701.9,6.0,37.77,1.0,9.17,19.67,24.0,Mumbai,Standard,UPI,0
CUST101054,58.0,41094.47,15.0,70.08,3.0,7.28,20.71,1.0,Mumbai,Standard,Card,0
CUST101050,39.0,72649.84,13.0,122.31,2.0,9.49,14.88,12.0,Delhi,Standard,UPI,0
CUST100577,39.0,46155.43,6.0,99.98,2.0,6.39,16.65,1.0,Mumbai,Premium,UPI,0
CUST100571,58.0,52053.76,1.0,102.41,4.0,8.24,25.72,36.0,Hyderabad,Standard,UPI,0
CUST100130,52.0,53824.02,11.0,39.48,4.0,6.47,21.48,36.0,Jaipur,Standard,UPI,0
CUST100586,24.0,59283.26,11.0,123.99,1.0,6.17,11.16,24.0,Delhi,Basic,Wallet,0
CUST100332,38.0,47480.37,8.0,209.43,1.0,10.0,18.38,1.0,Delhi,Standard,Card,0
CUST100324,47.0,124493.17,8.0,106.3,1.0,7.9,15.37,12.0,Bengaluru,Basic,UPI,0
CUST100811,51.0,56820.84,12.0,51.26,2.0,6.19,17.76,1.0,Bengaluru,Basic,Wallet,0
CUST100486,50.0,27530.7,14.0,56.76,0.0,7.77,23.99,36.0,Mumbai,Standard,Card,0
CUST100568,40.0,87545.86,11.0,111.92,1.0,8.86,20.59,24.0,Delhi,Premium,UPI,0
CUST100136,20.0,76427.97,10.0,60.58,2.0,4.72,24.07,12.0,Jaipur,Basic,Card,0
CUST100514,50.0,49855.07,2.0,68.21,3.0,7.66,21.58,12.0,Jaipur,Standard,UPI,0
CUST100967,47.0,71399.6,4.0,54.34,2.0,4.78,9.17,12.0,Mumbai,Standard,Card,1
CUST100888,43.0,31850.91,7.0,44.46,4.0,6.63,20.41,36.0,Bengaluru,Premium,UPI,0
CUST100436,30.0,94553.31,3.0,91.56,1.0,6.72,15.25,24.0,Bengaluru,Standard,UPI,0
CUST100712,45.0,40747.68,14.0,113.69,2.0,6.44,6.18,24.0,Pune,Standard,UPI,1
CUST100665,20.0,59177.1,8.0,146.96,0.0,8.44,27.61,36.0,Jaipur,Standard,UPI,0
CUST100632,55.0,60225.66,6.0,87.28,2.0,7.21,1.1,12.0,Mumbai,Basic,UPI,1
CUST100783,51.0,67224.2,9.0,28.42,2.0,8.23,9.42,12.0,Jaipur,Standard,UPI,1
CUST100159,60.0,64832.77,10.0,195.23,1.0,6.98,13.01,12.0,Delhi,Premium,NetBanking,0
CUST101442,42.0,43237.63,3.0,48.56,0.0,5.84,20.08,24.0,Hyderabad,Standard,Card,0
CUST101305,65.0,56520.71,11.0,106.06,5.0,6.37,16.92,24.0,Jaipur,Premium,NetBanking,1
CUST101346,40.0,100917.81,14.0,113.1,4.0,8.29,14.04,24.0,Jaipur,Basic,NetBanking,0
CUST100353,41.0,67378.51,10.0,55.98,1.0,10.0,6.85,12.0,Mumbai,Basic,UPI,1
CUST101464,36.0,164484.62,13.0,32.73,0.0,6.23,28.55,24.0,Mumbai,Standard,UPI,0
CUST101308,27.0,44144.32,8.0,109.8,1.0,8.02,23.68,12.0,Delhi,Premium,Card,0
CUST101437,57.0,83441.28,15.0,70.54,4.0,7.18,8.41,24.0,Pune,Basic,UPI,1
CUST101193,57.0,142107.42,9.0,121.56,2.0,9.34,25.09,24.0,Mumbai,Basic,NetBanking,0
CUST100598,53.0,51862.78,9.0,63.05,6.0,9.98,15.23,24.0,Delhi,Basic,UPI,0
CUST101466,48.0,58417.48,0.0,200.04,2.0,4.39,18.8,12.0,Pune,Standard,NetBanking,1
CUST100196,41.0,70742.38,4.0,56.51,4.0,8.37,13.38,36.0,Pune,Premium,Card,0
CUST101252,35.0,67661.82,14.0,97.4,1.0,6.5,11.43,1.0,Bengaluru,Basic,NetBanking,0
CUST100622,63.0,74922.86,15.0,123.69,2.0,8.2,18.11,1.0,Hyderabad,Standard,Wallet,1
CUST100439,36.0,39269.47,6.0,82.42,2.0,5.36,28.14,6.0,Mumbai,Basic,UPI,0
CUST100411,40.0,66908.99,1.0,123.23,0.0,7.45,16.34,6.0,Jaipur,Basic,Card,0
CUST100652,43.0,25392.66,11.0,37.85,4.0,7.54,16.87,36.0,Jaipur,Premium,UPI,0
CUST101448,54.0,57179.36,2.0,159.79,1.0,6.08,20.3,12.0,Jaipur,Basic,UPI,0
CUST100097,24.0,60987.31,2.0,35.6,3.0,7.82,22.78,12.0,Delhi,Standard,NetBanking,0
CUST100591,64.0,54547.73,8.0,149.38,3.0,4.97,15.45,12.0,Pune,Basic,UPI,1
